¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤j¼d°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤j¼d°Ï¯Î¶é¸ô31~60¸¹,201.57,¦í,,,10410,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031201,227.72,6,2,3,¦³,µL,9000000,39522,,0.0,0,,RPUNMLLKJIKFFLE58CA
ÆQÑL°Ï,¤g¦a,¤j¦¨¬q181~210¦a¸¹,16.67,¦í,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,95981,,0.0,0,,RPUNMLPJJIKFFAE87DA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï·R°ê¸ô91~120¸¹,3.18,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¼h,®M©Ð(1©Ð1ÆU1½Ã),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0950726,15.219999999999999,1,1,1,¦³,¦³,750000,49277,,0.0,0,,RPOPMLMJJIKFFDE47DA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°ÏºX·£¸ô126«Ñ1~30¸¹,11.4,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020529,138.75,3,2,2,¦³,¦³,6605000,47604,©Y¹D¥­­±,23.74,0,,RPVNMLSKKIKFFEE88DA
¿P±_°Ï,¤g¦a,¤d¬î¼d¬q31~60¦a¸¹,1726.0,,´ËªL°Ï,¹Aªª¥Î¦a,10410,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,579,,0.0,0,¿Ë¤Í¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLOJJIKFFFE87DA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤­¥Ò¤@¸ô668«Ñ1~30¸¹,35.54,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790105,130.22,3,2,2,¦³,µL,3900000,29949,,0.0,0,,RPSNMLQLJIKFFGE58DA
ºX¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«ºX¤s°ÏºX«n¤@¸ô301~330¸¹,99.87,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿j³y,0620130,79.5,4,1,2,¦³,µL,1727080,21724,,0.0,0,,RPUNMLMJJIKFFHE28DA
¤ºªù°Ï,¤g¦a,¤ì¬]¬q241~270¦a¸¹,4748.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,316,,0.0,0,,RPOOMLMJJIKFFHE77DA
§üªL°Ï,¤g¦a,¤ë¬Ü¬q1471~1500¦a¸¹,329.54,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10408,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,347000,1053,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLQLJIKFFHE38DA
¬ü¿@°Ï,¤g¦a,Às¨{¬q5401~5430¦a¸¹,165.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2500000,15152,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPRNMLOJJIKFFKE48DA
¾ôÀY°Ï,¤g¦a,¤ºÉÜ¬q61~90¦a¸¹,2159.6,¹A,,,10410,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,22700000,10511,,0.0,0,,RPWNMLQKJIKFFFE68CA
±ê©x°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«±ê©x°Ï³q´ä¸ô31~60¸¹,79.0,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0831028,172.68,5,2,3,¦³,µL,6550000,37931,,0.0,0,,RPSNMLKLJIKFFFE77CA
¿P±_°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¿P±_°Ï¤¤¦è¸ô114«Ñ1~30¸¹,65.77,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0710215,80.0,4,2,3,¦³,µL,3800000,47500,,0.0,0,,RPOOMLQLJIKFFFE08CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï·s¥Ò¸ô61~90¸¹,72.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡A«Î³»¬ð¥Xª«¡AÃM¼Ó¡A¦a¤U¼h,¥|¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0780420,284.84,6,2,4,¦³,µL,12700000,44586,,0.0,0,,RPQNMLNJJIKFFGE77CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°ÏÀA¥Ð¸ô1~30¸¹,14.82,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040321,98.85,2,2,1,¦³,¦³,4300000,43500,,0.0,0,,RPRNMLNJJIKFFGE87CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«»ñ¤s°ÏÀA¥Ð¸ô1~30¸¹,21.29,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040321,123.64,2,2,1,¦³,¦³,5130000,41491,©Y¹D¥­­±,24.79,0,,RPSNMLNJJIKFFGE97CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤jªF¤@¸ô123«Ñ1~30¸¹,18.19,¦í,,,10409,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0730710,51.7,2,1,1,¦³,µL,1400000,27079,,0.0,0,,RPOOMLOJJIKFFGE77CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï·s±dµó121~150¸¹,16.29,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0870710,109.13000000000001,1,2,2,¦³,¦³,1111053,10181,,0.0,0,¤G¿Ëµ¥¤§¶¡ªº¶R½æ1¼Ó¬O©±çE,RPPNMLPJJIKFFGE87CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï·ç©÷µó91~120¸¹,29.61,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0680512,71.79,3,2,2,¦³,µL,1980000,27580,,0.0,0,,RPPOMLTJJIKFFGE38CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¥¿¸q¨½µØ¿³µó121~150¸¹,87.0,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0630522,118.9,4,2,4,¦³,µL,10000000,84104,,0.0,0,¥»®×¬°¿ËÄÝ¶¡¤§¶R½æ,RPXNMLMKJIKFFGE48CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤¤¤sªF¸ô76«Ñ31~60¸¹,81.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0611220,75.48,6,2,5,¦³,µL,7500000,99364,,0.0,0,,RPQOMLQKJIKFFGE28CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï®ü¬v¤G¸ô1~30¸¹,5.22,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870126,69.16,2,1,1,¦³,¦³,2500000,36148,,0.0,0,«æ¶R«æ½æ¡C,RPRPMLQKJIKFFGE48CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«»ñ¤s°Ï¹L°ñ¨½³»·s¤»µó31~60¸¹,18.89,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030818,173.05,3,2,2,¦³,¦³,7800000,45074,©Y¹D¥­­±,0.0,0,,RPTOMLRLJIKFFGE78CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«»ñ¤s°Ï¹L°ñ¨½³»·s¤»µó31~60¸¹,18.89,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030818,173.05,3,2,2,¦³,¦³,8790000,50795,©Y¹D¥­­±,0.0,0,,RPUOMLRLJIKFFGE88CA
¤ºªù°Ï,¤g¦a,µÜ¤l§|¬q271~300¦a¸¹,4929.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8800000,1785,,0.0,0,,RPSNMLKKJIKFFHE87CA
³¾ªQ°Ï,¤g¦a,±T¤lûì¬q1321~1350¦a¸¹,198.0,¹A,,,10410,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2964800,14974,,0.0,0,,RPRNMLOJJIKFFIE18CA
¤¯ªZ°Ï,¤g¦a,Â×¥Ý¬q661~690¦a¸¹,3272.21,¨ä¥L,,,10410,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,49049200,14990,,0.0,0,,RPPNMLTJJIKFFIE48CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«³¾ªQ°Ï²MµØµó¥»©÷«Ñ31~60¸¹,20.34,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040610,103.22999999999999,2,2,1,¦³,µL,6560000,63547,©Y¹D¥­­±,0.0,0,,RPTNMLTJJIKFFIE88CA
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«³¾ªQ°Ï²MµØµó¥»©÷«Ñ31~60¸¹,24.01,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040610,129.57,3,2,1,¦³,µL,8150000,62900,¤É­°¾÷±ñ,0.0,0,,RPUNMLTJJIKFFIE98CA
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤¯ªZ°Ï¤K¼w¦è¸ô2010«Ñ1~30¸¹,70.17,¦í,,,10410,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0941013,152.28,4,2,2,¦³,µL,7600000,49908,,0.0,0,,RPTNMLLKJIKFFIE18CA
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤¯ªZ°Ï¤å¤¤¤@µó31~60¸¹,80.54,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0931104,174.17,4,1,3,¦³,µL,3500000,20095,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQPMLNLJIKFFIE38CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°Ï¬ü³NªF¤»µó151~180¸¹,9.67,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951101,96.35999999999999,2,2,1,¦³,¦³,5000000,51889,,0.0,0,,RPROMLOJJIKFFAE47CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¬ü³NªF¤G¸ô132«Ñ1~30¸¹,21.62,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930805,160.45999999999998,3,2,2,¦³,¦³,8650000,53908,©Y¹D¥­­±,0.0,0,,RPPNMLPJJIKFFAE27CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¼w¸ô361~390¸¹,11.55,°Ó,,,10409,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950602,142.24,3,2,2,¦³,¦³,10300000,72413,©Y¹D¾÷±ñ,7.82,0,,RPPNMLQJJIKFFAE37CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°Ï·çÂ×µó1~30¸¹,24.45,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770419,143.57,3,2,2,¦³,¦³,5380000,37473,,0.0,0,,RPQNMLQJJIKFFAE47CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ïªe¦è¤@¸ô1441~1470¸¹,10.64,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960510,84.91,2,2,1,¦³,¦³,5700000,67130,©Y¹D¾÷±ñ,0.0,0,,RPTNMLQJJIKFFAE77CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¦Û±j¤G¸ô27«Ñ31~60¸¹,63.0,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0500501,67.6,3,2,1,¦³,µL,5820000,86095,,0.0,0,,RPUOMLPJJIKFFAE87CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¤å«H¸ô211~240¸¹,6.52,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0901008,99.92,2,1,1,¦³,¦³,6100000,61049,©Y¹D¥­­±,26.54,0,,RPPOMLTJJIKFFAE77CA
ÆQÑL°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«ÆQÑL°Ï¤j«i¸ô61~90¸¹,3.31,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),,¿ûµ¬²V¾®¤g³y,0710630,29.46,1,0,1,¦³,¦³,800000,27155,,0.0,0,,RPPNMLMKJIKFFAE07CA
ÆQÑL°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«ÆQÑL°Ï¤j«i¸ô61~90¸¹,3.31,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),,¿ûµ¬²V¾®¤g³y,0710630,29.1,1,0,1,¦³,¦³,800000,27491,,0.0,0,,RPQNMLMKJIKFFAE17CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¬ü³N¥_¤@µó31~60¸¹,17.71,°Ó,,,10409,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941027,164.89,4,2,2,¦³,¦³,10250000,62163,©Y¹D¥­­±,0.0,0,,RPOOMLNKJIKFFAE17CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¤¤¥¿¥|¸ô151~180¸¹,7.51,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830311,141.12,3,2,2,¦³,¦³,3800000,26927,,0.0,0,,RPRNMLSKJIKFFAE87CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥««eª÷°Ï¤¤¤s¾î¸ô121~150¸¹,6.98,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980217,88.78999999999999,2,2,1,¦³,¦³,6030000,67913,©Y¹D¾÷±ñ,9.51,0,,RPVNMLSKJIKFFAE28CA
¹ª¤s°Ï,¤g¦a,¹ª¤¤¬q¤G¤p¬q151~180¦a¸¹,32.0,¦í,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,46875,,0.0,0,,RPTOMLSKJIKFFAE18CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï·s¥Ð¸ô253«Ñ1ÛÁ1~30¸¹,93.0,¦í,,,10409,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0620116,102.9,4,1,2,¦³,µL,8850000,86006,,0.0,0,,RPUOMLKMJIKFFAE67CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¼w¸ô361~390¸¹,11.1,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950602,136.91,3,2,2,¦³,¦³,10000000,73041,©Y¹D¥­­±,0.0,0,,RPQNMLLJKIKFFAE07CA
