¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥xªF¥«,¤g¦a,Â×¼Ö¬q3061~3090¦a¸¹,298.0,¦í,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7350000,24664,,0.0,0,,RPSNMLRKJIKFFAV96CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¤¯¤­µó31~60¸¹,9.5,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0821019,54.82,1,1,1,¦³,¦³,1360000,24808,,0.0,0,,RPXNMLRKJIKFFAV47CA
ªøÀØ¶m,¤g¦a,·s¦Ë´ò¬q451~480¦a¸¹,3016.59,,­·´º°Ï,¹Aªª¥Î¦a,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4500000,1492,,0.0,0,,RPSNMLQKJIKFFBV96CA
¦¨¥\Âí,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¦¨¥\Âí¤T¥Á¸ô157«Ñ1~30¸¹,133.73,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0820519,141.84,3,2,2,¦³,µL,2510540,17700,,0.0,0,,RPQNMLRKJIKFFBV86CA
¦¨¥\Âí,¤g¦a,¤T¥Á¬q241~270¦a¸¹,276.35,¦í,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4239460,15341,,0.0,0,,RPRNMLRKJIKFFBV96CA
¥xªF¥«,¤g¦a,¥xªF¬q631~660¦a¸¹,50.0,¦í,,,10411,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1260000,25200,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C(­±¿n:39.7¥­¤è¤½¤Ø),RPRNMLNKJIKFFAV56DA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¤¯©÷µó91~120¸¹,12.53,¦í,,,10408,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830516,100.08,3,2,2,¦³,¦³,3200000,31974,,0.0,0,,RPVNMLNKJIKFFAV96DA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¥¿®ð¥_¸ô339«Ñ29§Ë1~30¸¹,126.56,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700821,111.78,4,2,2,¦³,µL,5800000,51888,,0.0,0,,RPSNMLPLJIKFFAV96DA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¤å¤ß¸ô17«Ñ1~30¸¹,26.98,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0831217,127.46000000000001,3,2,2,¦³,µL,4200000,32952,,0.0,0,,RPTNMLPLJIKFFAV07DA
¤Ó³Â¨½¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¨õ«n¶mÀs¬u¸ô53«Ñ1~30¸¹,9.24,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¤K¼h,¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830930,41.61,0,0,0,µL,¦³,790000,18986,,0.0,0,,RPPNMLTKJIKFFDV17CA
¤Ó³Â¨½¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¨õ«n¶mÀs¬u¸ô53«Ñ1~30¸¹,9.24,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¤K¼h,¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830930,37.61,0,0,0,µL,¦³,785000,20872,,0.0,0,,SPPNMLTKJIKFFDV27CA
¦¨¥\Âí,¤g¦a,¤T¥Á¬q1021~1050¦a¸¹,8.88,¦í,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,67000,7545,,0.0,0,,RPPNMLKMJIKFFBV88CA
¥xªF¥«,¤g¦a,±`¼w¬q631~660¦a¸¹,78.33,¦í,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1598000,20401,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPRNMLRJKIKFFAV86CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¤¤µØ¸ô¤T¬q66«Ñ61~90¸¹,152.35,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10406,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1040813,228.1,4,2,2,¦³,µL,8300000,36388,,0.0,0,,RPSOMLSJKIKFFAV17CA
¥xªF¥«,¤g¦a,Â×´I¬q301~330¦a¸¹,149.28,¹A,,,10410,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,350000,2345,,0.0,0,§t¥¼³]Äy¤Î¥¼¿ì«O¦s¤§«Øª«³ü´É(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPSNMLQKJIKFFAV86CA
¥xªF¥«,¤g¦a,Â×´I¬q301~330¦a¸¹,2689.67,¹A,,,10410,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5150000,1915,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPTNMLQKJIKFFAV96CA
¥xªF¥«,¤g¦a,¤jÂ×¬q781~810¦a¸¹,1265.71,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5500000,4345,,0.0,0,,RPTNMLTKJIKFFAV27CA
¥xªF¥«,¤g¦a,¥Ã²M¬q391~420¦a¸¹,125.7,¨ä¥L,,,10411,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200000,1591,,0.0,0,,RPXNMLNKJIKFFAV07CA
